domain,item,current_status,verdict,authority_path,json_key_or_row_locator,sha256,last_verified,what_it_proves,what_it_does_not_prove,open_blocker,blocker_owner,internally_closable,external_input_required,competition_relevance,claim_ceiling,next_minimum_action
"dyn","sim_12_S2_vector_scalar_ledger","VERIFIED","Reviewer-2 独立复算修正后入账: |dH_vec|=1.43508 Nms, S2 成本 1.69 g","10_research/sim_12/momentum_ledger.md","L30: |dH_vec|=1.43508 Nms(矢量,dv=0.037475 m/s),|H| 标量净变 +0.873 为另一口径'勿混用'; L50-51 闭合声明","77e34aff3e28fb223935b6ca1282cd8802ece20876db4cf39b95dec50d14625a","2026-08-27","矢量外部角冲量与标量 |H| 变化已分列闭合(GS1 s2_vector_closure_max=2.2e-16);S3a θ=0 名义省 13x(3.0g vs ~40g, strategy_comparison_report.md L13/L20),有效域 θ<60deg","矢量 |dH_vec| 与标量 |H| 不得混用为同一量;θ>=60deg 预置收益归零甚至劣化","无","无","yes","no","高:冲量-动量解耦是论文级卖点","仅限已入账 16 例与名义 θ=0","引用时严格分行列(矢量/标量)"
"dyn","e15_ancf_certification","REPEAT","REPEAT_ANCF_CERTIFICATION (2026-07-14 冻结,保留硬负结果)","30_simulation/e15_ancf_certification/results/gate_summary.json","$.overall; $.cross_solver_diagnostic.max_relative_difference=0.05637349419858036 (>0.05), all_lt_5pct=false; final_candidate_cross_solver.available=false (SAFE=0 无 Top-3)","aab4d609e219279c2563c8a38743ac1784bbf16de399d5b8798439b0ac2dca80","2026-08-27","legacy ANCF 线 6 组 Radau/BDF 诊断锚点最大四指标差 5.637% 超 5% 门槛;最终候选跨求解器不可用;裁决 REPEAT 成立","不证明现行线失败:TMC 处置=legacy 维持 REPEAT,现行线交叉求解重认证由 E23 G07/G11 交付(1.81e-05)","legacy 线不重认证(Owner TMC 已处置)","Owner","yes","no","中:负结果登记,防误引","legacy 线不得作为当前认证引用","维持冻结;比赛材料只用 E23 口径并注明 legacy REPEAT"
"dyn","e15_core_coverage","REPEAT","gate=P0_A_CORE_COVERAGE_PASS 但 scientific_verdict=REPEAT_CORE_NO_SAFE_CANDIDATE","30_simulation/e15_core_coverage/results/core_gate_check.json","$.scientific_verdict; row_count=72, safe_candidate_count=0, state_counts GEOMETRY_INVALID=66/CORE_UNSAFE=6; ancf_executed=false; threshold_registry_status=PROVISIONAL","761798e52ead35f8bf6200034af088e85f7bb9085c71d0883bf1e70c1cffe3a7","2026-08-27","E1.5 72 例核心覆盖:0 SAFE(66 几何不可达+6 捕获后超限),REPEAT_CORE 硬负结果;覆盖门本身 PASS(行账完备)","不证明存在可行候选;ANCF 未执行;阈值 registry 为 PROVISIONAL;next_stage_authorized=false","无(冻结负结果)","无","yes","no","中:fail-closed 判据存在性证据(sim_12 ABORT 的源头)","SAFE=0 是冻结输入事实,非当前系统能力判决","无(维持冻结)"
"dyn","e21_m7_r2_arm_placement","HOLD","E21 23/23 诊断子项全过,overall=HOLD (2026-08-23)","30_simulation/e21_m7_r2_arm_placement_rigid_coupled_diagnostics/results/E21_DIAGNOSTIC_GATE_V1.json","$.verdict; G05 physical_context peak 0.3689deg; G15 两 lane peak 29.04/29.41deg, dP/dL~2.6e-16; G10 mass 31.022864807342987 kg 精确闭合; G20 五刚度案频率复现 max err 4.8e-5 Hz","b03b7c7af571aa00fe3612756ffbbd99cb834b84377ba8dc2c213355c252616b","2026-08-27","当前 R2 刚性翼+臂-only 两安装敏感性(不选分支/不平均/不作不确定度)与固定基座 ROM 复现已闭合;M07 451 行轨迹逐位复现 9.3e-15","单一安装消费语义 UNRESOLVED;R2 全柔耦合当时 NOT_EVALUATED;e15 REPEAT;harness R2_HRN_04 FAIL_REDESIGN_REQUIRED;接触/碰撞/任务/生产/飞行全 HOLD","单一安装语义与 harness 重设计(机械域)","Owner+机械组","no","yes","低-中:诊断级,不进比赛主图","诊断证据非任务放行;test PASS 不授予权威","等 Owner 裁定单一安装语义;不升级为任务证据"
"dyn","e22_r2_full_flex_coupled","SUPERSEDED","HOLD_R2_HF_TO_ROM_DYNAMIC_VALIDATION_FAILED 16/18 (G11,G17 FAIL); 不可变历史,由 E23 取代","30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_R2_FULL_FLEX_COUPLED_GATE_V1.json","$.summary failed=[G11,G17]; key_metrics hf_to_rom_five_mode_max_relative=0.035058706034330304 (>0.01); root_cause=CONTRACT_BOUNDED_ROM_DIMENSION_INSUFFICIENT","472ada4a7abf98bbd5f72b0459400704a86faf2b13daccd562025c0cc356aa5e","2026-08-27","五模态 ROM 动态重构 3.51%>1% 失败的根因诊断与 ROM5 falsifier(792 个 5D 子集全失败,最优 1.083%)成立,为 E23 的 7D 重选提供机器证据","不证明当前系统失败:E22 是历史诊断;其 G07 Radau/BDF 2.24e-05 等通过项已被 E23 同口径覆盖","无(已由 TMC-01 处置)","Owner(已处置)","yes","no","低:仅作 lineage 引用","历史 HOLD 不得当作当前裁决","禁止再引用为当前状态;引用须标注 SUPERSEDED"
"dyn","e23_r2_full_flex_coupled_recert","PENDING_REVIEW","PASS_WITH_DECLARED_PROVISIONAL_PHYSICS 18/18 (2026-08-25, TMC-01 授权)","30_simulation/e23_r2_full_flex_coupled_recert/results/E23_R2_FULL_FLEX_COUPLED_GATE_V1.json","$.technical_verdict; key_metrics hf_to_rom_seven_mode=0.0027143911284986865(<=1%), cross_solver=1.8136532292893113e-05(<=5%), rigid_degeneration=0.0; authority_dispositions review_status=PENDING_OWNER_REVIEW, next_stage_authorized=false","1ad4993fd9df7b5fcab93e5ae8a6a9103c470d5cd56f2993e635b27b7c9eb2de","2026-08-27","R2 刚/柔耦合 Checkpoint-A 重认证:183-DOF HF->七模态 ROM 0.2714%(精确复现 ROM5 falsifier 预言),Radau/BDF 1.81e-05,刚化退化 0.0,接触动量/能量审计 <=1.8e-13/1.4e-9,独立重算 33/33(E23_INDEPENDENT_RECOMPUTE_V1.json summary 33/33),确定性回放 PASS","diagnostic 级:sim10 权威 NOT_INHERITED;e15 legacy 维持 REPEAT;harness UNSAFE_INDEPENDENT_FACT;无 release credit;provisional EI/GJ/k/zeta 已声明;0.5s 投影传播子对拍 1.59e-5 未入机器约束","Owner review 未决","Owner","no","yes","中:耦合可信度支撑材料(须带 PENDING_OWNER_REVIEW 与 PROVISIONAL 标签)","诊断检查点证据,非任务/发布放行","等 Owner review;比赛引用带完整限定语"
"dyn","pb_g1_unified_r2_conservation","HOLD","PB_G1_HOLD_NOT_AUTHORIZED_BY_PB_G0__PB00_DIAGNOSTIC_CHARACTERIZATION_AVAILABLE__NO_RELEASE_CREDIT (2026-08-26)","30_simulation/dynamics_control_prebind_r1/10_verification/PB_G1_GATE.json","$.verdict; G1-01/02/03=PASS_DIAGNOSTIC_NO_CREDIT; G1-04/05(RPO->TASK_READY, PREGRASP->capture 连续性)=NOT_EVALUATED; key_metrics energy drift 4.52e-15, P 残差 3.6e-18, L 残差 5.2e-18, replay sha 匹配","7ad34fcf94825e6b3b8df860bafbf7726243655461e10c4f83258b39f9a6ecc0","2026-08-27","Unified R2 PB-00 零广义力诊断表征存在(能量/动量/确定性回放/时间步收敛,机器精度级),但全部 PASS_DIAGNOSTIC_NO_CREDIT","PB-G0-A 权威充分性未过,PB-G1 不进入信用;状态交接连续性(G1-04/05)完全未评估;schema-only","PB-G0-A 权威缺口(需 Owner 重判)","Owner","no","yes","中:E-COMP-02 的直接证据","诊断表征 != 当前系统守恒信用","关闭 PB-G0-A 后由 Owner 重判;禁止先跑 NMPC/RL/VLA"
"dyn","r2_8dof_constrained_dynamics","HOLD","R2_8DOF_CONSTRAINED_DYNAMICS_HOLD__UNIT_METRIC_AND_INDEPENDENT_CONSERVATION_UNBOUND 16/18 (2026-08-27 02:17 本地)","30_simulation/r2_dynamics_engineering_closure/results/R2_8DOF_CONSTRAINED_DYNAMICS_GATE_V1.json","$.summary failed=[DG1_heterogeneous_coordinate_metric_bound, DG2_independent_full_state_momentum_conservation]; scope=CURRENT_R2_RIGID_ZERO_MOMENTUM_8DOF__LOCKED_2P_KKT","6fc6f5ec0df12c06f13c6e0f34c1660b67eadf0ebbb6835b62993488b984ed64","2026-08-27","当前 R2 刚性零动量 8DOF 锁 2P KKT 组件诊断 16/18 已建立","DG1 异构坐标单位度量与 DG2 独立全状态动量守恒未绑定(HOLD):Unified R2 守恒无当前系统信用证据","DG1/DG2 未闭合","内部(动力学组)","yes","no","中:E-COMP-02 组成证据","组件诊断非系统证据","绑定 DG1 单位度量与 DG2 独立守恒复核"
"dyn","r2_dynamics_engineering_gate","HOLD","R2_DYNAMICS_ENGINEERING_HOLD__DG1..DG5_OPEN__NO_RELEASE_CREDIT (candidate 1/6, engineering_pass 0)","30_simulation/r2_dynamics_engineering_closure/results/R2_DYNAMICS_ENGINEERING_GATE_V1.json","$.technical_verdict; summary.holds=[DG1,DG2,DG3,DG4,DG5]","c847dd680814864e8095223a42e4e4d53b903c6f6371e3dc47bafebaf478eb1a","2026-08-27","R2 约束动力学工程候选仅 1/6 候选满足,工程通过 0,DG1-DG5 全 HOLD","不接触/不控制/不飞行(scope 明示)","DG1-DG5 全开","内部","yes","no","低","非接触非控制非飞行","逐条关闭 DG1-DG5"
"dyn","r2_dynamics_control_system_joint","HOLD","R2_DYNAMICS_CONTROL_SYSTEM_HOLD__..._NO_PATH_SEARCH__NO_RELEASE_CREDIT","30_simulation/r2_dynamics_control_system_closure/results/R2_DYNAMICS_CONTROL_SYSTEM_GATE_V1.json","$.technical_verdict; review_status=PENDING_OWNER_REVIEW__INDEPENDENT_TECHNICAL_REVIEW_COMPLETE; scope=FAIL_CLOSED_SYSTEM_JOIN__NO_RUNTIME_EXECUTION","55490805d934a8806e58cda25c398bd15aef49f4624f1f8cc08fcb75f2634b03","2026-08-27","机-动力学-控制-SAFE-sim13 联合 Gate 为 fail-closed HOLD,未执行 M01 路径搜索,未进入 Physics-Gated Embodied Intelligence","联合系统任何一环均无放行","联合 Gate 各子门开","Owner+各域","no","yes","中:系统级叙事边界","系统联合未授权","Owner 裁决后路径搜索"
"dyn","unified_r2_pb00_pb03_current_system_evidence","PLANNED","NO_CURRENT_SYSTEM_CREDIT_EVIDENCE: PB-00 仅诊断表征(no credit),PB-G1 HOLD,G1-04/05 未评估,DG2 未绑定","30_simulation/dynamics_control_prebind_r1/13_reports/CURRENT_STATE.md","CURRENT_STATE.md 全文:'PB-00 ... 诊断数值检查通过,但由于 PB-G0-A 未通过,PB-G1 仍为 HOLD,不产生正式控制或机械发布信用';'下一合法动作是关闭 PB-G0-A ... 不是 NMPC/RL/VLA'","0c5319bc2c682d116f4aaffe9e30cbd4b5dc6ce77044e54ff6d7b507560fc683","2026-08-27","确认审计问题答案:Unified R2 守恒与状态连续性(PB-00..PB-03)无任何当前系统信用级证据,仅有诊断性表征","不排除未来关闭;当前不得在任何比赛图表中宣称统一系统守恒已验证","PB-G0-A + DG1/DG2","Owner+动力学组","no","yes","高(E-COMP-02,P1):决赛展示统一系统证据的缺口","UNKNOWN 不映射 EXECUTE;诊断不升级信用","最小动作:Owner 关闭 PB-G0-A;绑定 DG2 独立全状态守恒"
"dyn","sim_13_physics_gated_embodied_grasping","HOLD","环境 bootstrap PASS(2026-08-21, scope=SCENE_BOOTSTRAP_ONLY); 正式 V2 仍为 15/20 NC+5 dependency_hold,子模块显式声明不提升","30_simulation/sim_13_physics_gated_embodied_grasping/evidence/SIM13_ENVIRONMENT_BOOTSTRAP_GATE.json","$.gate_status=SIM13_ENVIRONMENT_BOOTSTRAP_PASS; $.scope; owner_ruling=AUTHORIZE_LOW_MEMORY_EXECUTION_WITH_BOUNDED_NATIVE_ATTEMPTS","c224853eabbd00c9c14c812922e3b2a7e406af43a81cf7ca6a307860a951466c","2026-08-27","sim_13 场景引导 bootstrap 通过;V4 运行时守卫/合成接触诊断在合成只读夹具上成立","V4 证据为 synthetic contact,明确'不把 V2 正式 15/20 转为 19/20 或任何生产 PASS'(V4 ledger truth_guard);真实夹爪验证不存在","NC15/16/18/19/20 dependency_hold(五个后端工作单已注册)","后端+Owner","no","yes","低-中:不得进比赛核心数字","source-only/synthetic PASS != current-system PASS","等后端工作单落地与父 Gate 重发"
"dyn","sim_14_m4_digital_prototype","HOLD","诊断桥接全过(25/25,14/14,13/13)但 production_dynamics_gate=HOLD, contact/flexible=HOLD_NOT_IMPLEMENTED_NO_AUTHORITY","30_simulation/sim_14_m4_digital_prototype_grasping/evidence/SIM14_DYNAMICS_GRASPING_GATE.json","$.production_dynamics_gate; $.contact_physics_gate; $.flexible_body_gate","14fb22811df5a8fe843a06712a12ff35e476dc00e1150c038c3bf16c8253b4da","2026-08-27","M4->sim_14 有界诊断桥接与哈希链闭合","生产动力学/接触物理/柔体全未实现未授权","生产与接触实现","后端","no","yes","低","诊断桥接非生产能力","无比赛前置动作"
"dyn","sim_15_m5_geometry_gated","HOLD","诊断门通过(8/8+6/6)但 physical_contact_gate=HOLD, 无 M5 权威回写","30_simulation/sim_15_m5_geometry_gated_grasping/evidence/SIM15_DIAGNOSTIC_GATE_V1.json","$.capture_envelope_gate=PASS_8_OF_8_DIAGNOSTIC; $.physical_contact_gate=HOLD; $.m5_physical_load_authority_upgraded=false","a5b1ea597793a98f8829184501c5dbb6300bc8479fde083edb249da00d4fc338","2026-08-27","M5 几何门控抓取诊断可复现闭合","物理接触门 HOLD;不写回 M5 权威","物理接触实现","后端","no","yes","低","诊断非物理负载权威","无比赛前置动作"
"dyn","sim_01_04_legacy_chain","SUPERSEDED","LIMITED+FROZEN(scenario map 登记),早期场景资产","10_research/00_project_architecture/simulation_scenario_map.md","L92-95: sim_01 自由飞行/sim_02 目标翻滚/sim_03 平面反作用/sim_04 走廊 1620 工况历史 SAFE 312,均 LIMITED+FROZEN","a5e04c8ac77c75e371b3b9ca29ff32a524cf2c9979d94491c3d7658e70d7878d","2026-08-27","早期证据链完整性(sim_03 趋势被 sim_05 19.20deg 以 1.46x 取代并交叉验证)","不作当前模型依据:sim_03 被 6R 主模型取代;sim_04 历史 SAFE 被统一安全门取代","无","无","yes","no","低:仅 lineage","历史 LIMITED,不得引用为当前结论","无(维持冻结)"
"dyn","sim_09_grasp_evaluator","SUPERSEDED","E1 COMMITTED_BASELINE(LIMITED+FROZEN); E1.5 NEGATIVE_RESULT+FROZEN REPEAT_E1_5 (SAFE=0/UNKNOWN=3/UNSAFE=69)","10_research/00_project_architecture/simulation_scenario_map.md","L100-101, L126-127","a5e04c8ac77c75e371b3b9ca29ff32a524cf2c9979d94491c3d7658e70d7878d","2026-08-27","候选评估 campaign 完成并冻结;E1.5 零 SAFE 硬负结果保留","admissible != formal safe;不从文件名推导 PASS","无","无","yes","no","低:fail-closed 叙事素材","冻结基线,非当前 Gate","无(维持冻结)"
