campaign_id,campaign_discriminator,campaign_grain,case_id,grasp_point_id,capture_phase_s,closure_speed_mps,task_mode,alpha,alpha_semantics,evaluation_path,dynamics_status,rigid_classification,binding_constraint,post_capture_rate_dps,post_capture_rate_limit_dps,initial_linear_impulse_Ns,initial_angular_impulse_Nms,flex_state,flex_safety_eligible,evidence_semantics,safe_claim_permitted,source_id
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc30_v20mm_pose_6d,P1,30.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc30_v20mm_approach_5d,P1,30.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc60_v5mm_pose_6d,P1,60.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc60_v5mm_approach_5d,P1,60.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc60_v10mm_pose_6d,P1,60.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc60_v10mm_approach_5d,P1,60.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc60_v20mm_pose_6d,P1,60.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc60_v20mm_approach_5d,P1,60.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc90_v5mm_pose_6d,P1,90.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc90_v5mm_approach_5d,P1,90.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc90_v10mm_pose_6d,P1,90.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc90_v10mm_approach_5d,P1,90.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc90_v20mm_pose_6d,P1,90.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P1_tc90_v20mm_approach_5d,P1,90.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc00_v5mm_pose_6d,P2,0.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc00_v5mm_approach_5d,P2,0.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc00_v10mm_pose_6d,P2,0.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc00_v10mm_approach_5d,P2,0.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc00_v20mm_pose_6d,P2,0.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc00_v20mm_approach_5d,P2,0.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc30_v5mm_pose_6d,P2,30.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc30_v5mm_approach_5d,P2,30.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc30_v10mm_pose_6d,P2,30.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc30_v10mm_approach_5d,P2,30.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc30_v20mm_pose_6d,P2,30.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc30_v20mm_approach_5d,P2,30.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc60_v5mm_pose_6d,P2,60.0,0.005,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc60_v5mm_approach_5d,P2,60.0,0.005,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc60_v10mm_pose_6d,P2,60.0,0.01,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc60_v10mm_approach_5d,P2,60.0,0.01,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc60_v20mm_pose_6d,P2,60.0,0.02,pose_6d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
P0-A-CORE-72,CORE_COVERAGE,3 points × 4 phases × 3 speeds × 2 task modes = 72,P2_tc60_v20mm_approach_5d,P2,60.0,0.02,approach_5d,N/A_NOT_APPLICABLE,N/A_NOT_IN_CORE_CAMPAIGN,UPSTREAM_GEOMETRY_REJECTED,NOT_RUN_DUE_TO_UPSTREAM_IK,GEOMETRY_INVALID,IK_UNREACHABLE,N/A_NOT_APPLICABLE,2.0,N/A_NOT_APPLICABLE,N/A_NOT_APPLICABLE,N/A_NOT_RUN_DUE_TO_UPSTREAM_IK,N/A_NOT_APPLICABLE,COMPLETE_NOT_APPLICABLE_AFTER_IK,false,core_cases
