case_id,forensic_scenario_hash,scenario_hash,solver_config_hash,method,rtol,atol,max_step,n_steps,nfev,njev,nlu,status,solver_success,termination_reason,classification,solver_message,exception_message,energy_residual,energy_residual_reason,momentum_residual,momentum_residual_reason,integration_wall_s,retry_level,crosscheck_relative_tolerance,output_metrics_hash,attempt_evidence_hash,crosscheck_evidence_hash
P2_tc90_v20mm_pose_6d,e18bc2d6b89a6dc0c7680a2b5776916f86eaa6052bd8b45b7c7f420257d1a165,e18bc2d6b89a6dc0c7680a2b5776916f86eaa6052bd8b45b7c7f420257d1a165,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-07,1e-11,0.02,100000,1760206,0,278598,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,169.03679759999795,2,0.05,,0abad7e3a3cee6ee62e2c561969ec37daca36a8c3b4fe985c3f74ad0506a85d8,
P2_tc90_v20mm_pose_6d,e18bc2d6b89a6dc0c7680a2b5776916f86eaa6052bd8b45b7c7f420257d1a165,e18bc2d6b89a6dc0c7680a2b5776916f86eaa6052bd8b45b7c7f420257d1a165,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,BDF,1e-07,1e-11,0.02,100000,425873,0,124208,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,58.82171540000127,3,0.05,,48f537e227a9fefa61a1cf419b154e36af918efbb9becbf014351b6c5a35a857,
P3_tc30_v20mm_approach_5d,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,,18049,272575,0,57578,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,28.70147939999879,0,0.05,,ab5975533e0aaed45ae1be80ad2659850a05c41b0cc592fc7de0c3b512d2a62a,
P3_tc30_v20mm_approach_5d,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,0.02,18049,272575,0,57578,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,27.99112040000182,1,0.05,,5270bfe758a4ee4fda72995627754c790261e1c9ddbc0ebd773e7bd64be2e3de,
P3_tc30_v20mm_approach_5d,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-07,1e-11,0.02,100000,1793554,0,293026,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,171.7733945,2,0.05,,2c0d8285005cabe088caaeb2a9a8d075228d83ff51d6523defdbeef51f96bcc2,
P3_tc30_v20mm_approach_5d,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,7c3f8487033eb5ae674e85e0f7ef14968f5285cf0b1d409055a6304a0eaac9ee,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,BDF,1e-07,1e-11,0.02,100000,463278,0,150239,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,64.42036779999762,3,0.05,,f0805d59cc9ef79de68bee0fb5ab00e6907b146f5a5fecf9d3a3df52c127b8ca,
P3_tc60_v20mm_approach_5d,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,,18084,273753,0,57676,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,28.104613200004678,0,0.05,,bb0e8363beb83a8514c99788c9b950aa6b50dc1beba014aab0b2cc117a851c28,
P3_tc60_v20mm_approach_5d,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,0.02,18084,273753,0,57676,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,28.943382999997993,1,0.05,,d12b73174def18b9bc7c938e5d37557b2a19314bc163addd2a814a7bd8f32ff7,
P3_tc60_v20mm_approach_5d,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-07,1e-11,0.02,100000,1793833,0,292114,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,170.59881409999798,2,0.05,,25e34e8510b983b491fa7de48686b73775247506d74a63eef16c1ae70707e781,
P3_tc60_v20mm_approach_5d,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,5d19f660c607ddf0e73ea75555521950848f9ee8014db4da413e7b33ac6efbdd,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,BDF,1e-07,1e-11,0.02,100000,463869,0,150207,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,64.543213200006,3,0.05,,204d58aacbe9e5d99fcb818ee2d9c4b2b9132a0992525ad1084b01e711e9a11d,
P3_tc30_v10mm_approach_5d,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,,13727,207293,0,42238,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,21.09682139999495,0,0.05,,201010eba5e12707973ececb49d491284a85ab1aa58b2d53fbb4d072e7491dae,
P3_tc30_v10mm_approach_5d,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,0.02,13727,207293,0,42238,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,21.607662199996412,1,0.05,,343c6af913d06a917c0256b0d69b056d5871f5340faff6c0def7d9f6fa4bdc25,
P3_tc30_v10mm_approach_5d,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-07,1e-11,0.02,100000,1772560,0,288090,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,169.42439890000242,2,0.05,,47f551197e4331da77a4c183d02506a8623a9a18c5d8851fb22f08b65ecac0c5,
P3_tc30_v10mm_approach_5d,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,9a5d8c5fdc0ee8eb3a883754aa1b6d712534bd3b08e03f1d0455d964e3a30c63,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,BDF,1e-07,1e-11,0.02,100000,473548,0,159648,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,67.63192069999786,3,0.05,,eb17534ad1ec8f0512bc6c971f5891568b062269c1061fead7dea62a44f62923,
P3_tc60_v5mm_approach_5d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,,11654,176246,0,35016,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,17.482410899996466,0,0.05,,153e24d6c6dde82762cd09660a75dbbd15df5beda27907753cb721366f44f9d9,
P3_tc60_v5mm_approach_5d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-06,1e-10,0.02,11654,176246,0,35016,-1,False,SOLVER_FAILURE,SOLVER_NONCONVERGENCE,Required step size is less than spacing between numbers.,ANCFIntegrationError: Required step size is less than spacing between numbers.,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,18.19049900000391,1,0.05,,8d61d10584f8756de2902c2adf3dccdae7c8ceb07f0ca7da4eb2a050107f6e60,
P3_tc60_v5mm_approach_5d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,Radau,1e-07,1e-11,0.02,100000,1762426,0,285312,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,169.4961153999975,2,0.05,,845d7118e2e805294e86e1e1769d4d761ded38c8a4e61ea518b312f09dd1d523,
P3_tc60_v5mm_approach_5d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,90b61db6ffdf944b0b6d90b750889b9d0cefe567b09116f687ef65d7c143e78d,a61aaad7d65259bce62b0715ae68440b740ef507fa19210fd5ca4cd555119aa7,BDF,1e-07,1e-11,0.02,100000,454223,0,146186,-1,False,RESOURCE_LIMIT_ACCEPTED_STEPS,SOLVER_NONCONVERGENCE,accepted-step limit 100000 reached before t_bound=15,ANCFIntegrationError: accepted-step limit 100000 reached before t_bound=15,,not_defined_for_damped_clamped_one_way_model_without_dissipation_power_integral,,not_defined_for_clamped_one_way_panel_with_prescribed_base_jump,63.672296099997766,3,0.05,,f64c672d35e03b0026af8e112da23b83b2462b4fc501634f05b2a2580b41726c,
