domain,item,current_status,verdict,authority_path,json_key_or_row_locator,sha256,last_verified,what_it_proves,what_it_does_not_prove,open_blocker,blocker_owner,internally_closable,external_input_required,competition_relevance,claim_ceiling,next_minimum_action
compdeliv,demo_video_mp4,VERIFIED,BYTE_IDENTITY_WITH_MANIFEST_CONFIRMED,40_evidence/artifacts/competition_convergence/competition_mission_intelligence_demo.mp4,evidence_asset_manifest.json assets[...demo.mp4].raw_sha256; gate VIDEO_PACKAGE: h264 1920x1080 54.97s 30fps,7043d026cef6034b3f6a86014962332a2c419c72d0b6304549effbbd218f1b41,2026-08-27,视频文件在盘且与 manifest/gate 记录逐字节一致(本次 sha256sum 复算),不证明该格式满足官方视频要求(官方要求 UNKNOWN)；不证明含真机画面,B-CD06_FORMAT_UNKNOWN,Owner,true,true,候选演示视频交付物,offline replay explainer video,待官方格式确认后核对合规性
compdeliv,demo_vs_current_state_drift,LIMITED,DEMO_FROZEN_2026-07-20__POST_0825_HOLDS_NOT_REFLECTED,10_research/competition_convergence/competition_execution_report.md,§1 executive verdict 自带限定; §8 claim boundaries; 对照 HOLD_AND_NEGATIVE_RESULTS_V1.csv H-01..H-15(08-27),dc8f052689559bb02e9f940f6b79d50cad6cdbaa16b2fbc01e305dfc96ebcf15,2026-08-27,演示包措辞冻结于 07-20 状态(SAFE00 PENDING_REVIEW/CTRL02 PROVISIONAL 等当时口径)，08-25 后系统级 HOLD 增多未反映进演示叙事,不证明演示包失效(其自声明仅限 offline replay)；提示答辩引用须带时代限定,B-CD08,Owner+写作线,true,false,防止答辩时把 07-20 口径说成当前系统能力,demo claims frozen at 2026-07-20 scope,报告/答辩引用 demo 时附日期与 scope 限定
compdeliv,git_repository_snapshot,LIMITED,HEAD_5c5ADDE_2026-08-08__11M_130UNTRACKED__NO_REMOTE,repo root .git,git rev-parse HEAD=5c5addea00ddb70d86a5cc37a88bbcda50350e43; branch=publication/stage3-integrity-closure; git log -1 --format=%ci=2026-08-08 01:24:43 +0800; git status --short 141 条(11 M + 130 ??),NA,2026-08-27,"最后提交早于 08-25 机械终局与 08-26/27 裁决；全部终局证据(MECHANICAL_ENGINEERING_RELEASE_R2,01_project/current/,e17-e23,sim_13-15,r2_* closures,AGENTS.md 本身)未提交",不证明文件内容不可信(哈希已在导航层登记)；证明版本锚定缺失,B-CD05,Owner,true,false,提交包版本锚定与可复现性风险,worktree-only evidence,Owner 决定是否提交；审计只读不操作 git
compdeliv,github_mirror_privacy_risk,UNKNOWN,GITHUB_METADATA_NOT_VERIFIABLE_OFFLINE__NO_LOCAL_REMOTE,repo root .git/config,git remote -v 输出为空; .git/config 无 [remote] 节; 仓内文本搜索私有/可见性/forks 未定位继承包原声明,NA,2026-08-27,本地仓无 remote 配置；继承包所称 GitHub README 要求 Private 但元数据 public 且有 forks 的原文未在仓内定位,不证明 GitHub 侧实际状态；离线无法验证,B-CD04,Owner,false,true,若镜像公开且有 forks 则涉密/合规风险,UNKNOWN,Owner 人工登录 GitHub 核对可见性与 fork 列表
compdeliv,official_2026_competition_requirements_doc,UNKNOWN,COMPETITION_REQUIREMENT_STATUS=UNKNOWN_BLOCKING_FORMAT_CONFIRMATION,NONE_FOUND_IN_REPO,"Grep 参赛指南/竞赛通知/提交要求/视频要求/参赛手册/大赛章程/报告书/展架/报名/poster/submission 在 01_project,50_literature,80_third_party 零官方文件命中",NA,2026-08-27,仓内不存在 2026 正式参赛指南/项目报告模板/报名提交字段/视频格式要求官方文件,"不证明官方要求不存在于仓外；用户外部线索(截止09-01,论文+视频+展架+照片)仅背景非权威",B-CD01,Owner,false,true,决定 9-01 提交物清单与格式合规，硬阻断,UNKNOWN,Owner 提供官方参赛指南 PDF/报名系统字段截图入库并登记 source_manifest
compdeliv,paper1_journal_architecture,LIMITED,JOURNAL_PAPER_ARCHITECTURE_NOT_COMPETITION_REPORT,10_research/paper1_architecture.md,title line + 写作红线段; 目标刊 Acta Astronautica,6df2bec70a723296f81b5cf801519e3d340360bbf1c287ce236bebe2a92d97f6,2026-08-27,存在期刊论文架构草稿(含摘要/贡献/证据指针),不是比赛技术报告；不证明其数字可直接进比赛材料(多处预注册限定),B-CD02,写作线,true,false,可作为报告书技术内容素材池,source material only,若写报告书，从 gate JSON 复核引用数字
compdeliv,poster_board_image,UNKNOWN,NOT_FOUND_IN_REPO,NONE,文件名搜索 展架/poster 零命中,NA,2026-08-27,无展架图资产,不证明官方要求展架(要求 UNKNOWN),B-CD06,Owner,true,true,若决赛要求则为缺口,UNKNOWN,官方要求确认后再排期
compdeliv,publication_gate_ruling_text,UNKNOWN,PUBLICATION_HOLD_CLAIM_REFERENCE_AND_RELEASE_IDENTITY_NOT_CLOSED__STRING_NOT_IN_REPO,NONE,bash grep -rl PUBLICATION_HOLD 全仓(除.git)零命中; PAPER_KNOWLEDGE_INTEGRITY 仅见 .codex/skills/paper-knowledge-orchestrator/SKILL.md line 104-109 verdict token 定义,ca0987b1859550d71f8fd90cf4b3cd915cd0c4d340bcd479fda1f50c5e80d889,2026-08-27,指定名称的文档发布门裁决原文不在仓内；仓内只有技能 verdict token 定义,不证明发布门已 PASS 或不存在于仓外；当前分支名 publication/stage3-integrity-closure 暗示相关工作但未落机器裁决,B-CD07,Owner,true,false,无发布门裁决=报告发布合规状态不可证明,UNKNOWN,Owner 提供发布门裁决原文或登记缺失
compdeliv,root_loose_items_attribution,PROVISIONAL,COARSE_ATTRIBUTION_ONLY,repo root,$out/ 为空目录(RETIREMENT_CANDIDATES R-07 UNKNOWN_NEEDS_OWNER); __pycache__/ 含 F3R2_V5_* 根脚本 pyc 缓存(R-04 CACHE_CANDIDATE_NOT_APPROVED); 根级 F3R2_V5_*.py/.ps1 共 10 文件为 2026-08-09/10 机械 V5 native loop SolidWorks ATTACH_ONLY 会话工具+内存释放脚本+TOOLING_HOLD 记录,NA,2026-08-27,根目录杂项归属粗判完成；均未入库且不在 ACTIVE/RETIREMENT 清单授权动作内,不证明可删除；只读审计不移动,B-CD11,Owner,true,false,影响打包整洁与根目录治理合规(REORG04),attribution only,Owner 决定是否纳入治理清单
compdeliv,secret_scan_tracked_text,VERIFIED,NO_CREDENTIAL_LEAK_EVIDENCE_FOR_SCANNED_PATTERNS,git tracked files,1062 tracked 中 845 文本类; AKIA=0 命中; PRIVATE KEY=0; password 赋值=0; api_key 仅 2 个 visualization HTML 内 Stamen 瓦片 URL 占位模板; token/secret 赋值仅安全门代码标识符,NA,2026-08-27,对所扫模式无凭证泄露证据；已避免把任何密钥原文写入输出,不证明覆盖所有密钥形式；未扫 untracked 全部大文件与二进制,NONE,-,true,false,仓库安全底线检查,scanned patterns clean,若提交公开镜像前再跑一次全量扫描
compdeliv,submission_package_and_restore_rehearsal,UNKNOWN,NOT_FOUND_IN_REPO,NONE,Grep submission package/restore rehearsal/提交包/ZIP manifest/回执 无比赛提交包命中(仓内 zip 均为机械内部包),NA,2026-08-27,无提交 ZIP、无打包清单、无恢复演练、无提交回执,不证明不需要；证明提交打包流程未建立,B-CD03,Owner,true,false,9-01 前必须完成打包与回执留存,NO_PACKAGE,建立 submission package 清单+哈希+恢复演练+回执登记
ctrl,CP6 PI 终裁（方案 B 负结果收口）,VERIFIED,PI 采纳方案 B：Repeat 周期关闭、以文档化负结果收口；治理边界=不改写机器 verdict,10_research/partner_requirement_closure/wave1_repeat/wave1_cp6_ruling.md,全文 27 行；claims 限制段（行20-22）；W1-R12/R13 登记段（行23-25）,1eeea3ccffb1e4c379dac829da5555fe24d2af58a339202e030a1be5d754ae92,2026-08-27,claims 限定句式授权；C3 零空间按真零 +1.84e-5% 表述授权；硬件触发重跑登记,不构成 PASS 声明；合并主干仅为证据存档行为,无,PI,false,false,高,「冻结增益与预注册轨迹下」限定句式,无（已签署）
ctrl,CTRL R2 预开发候选 Gate（CTRL_R2_PREDEVELOPMENT_GATE_V1）,LIMITED,verdict=CONTROL_PREDEVELOPMENT_CANDIDATE_BUILT__CURRENT_REPLAY_HOLD__INTEGRATED_RELEASE_HOLD；candidate_package_complete=true；non_abort_execution_credit=false,30_simulation/control_r2_integrated_candidate/results/CTRL_R2_PREDEVELOPMENT_GATE_V1.json,$.verdict 行225；$.criteria[C1 当前 replay 7/22、C4 CTRL02 12/24、C7 SAFE00 23/47 均 HOLD_CURRENT_REPLAY]；$.prohibited_claims[9]；$.remaining_holds[14],ed4d8b7774c61317576df03b8dda1591ba1178b895ddc5fa7544ead9a7e59abe,2026-08-27,候选包 9/9 packaging 满足；Unified R2/14 模态静态适配器绑定 PASS_DIAGNOSTIC_ONLY；新工作测试 19/19；三模块当前树重放失败的机器记录,无碰撞感知执行信用、无集成 release、旧 CTRL01 精确复现未声明（NOT_CLAIMED_REORG04_NORMALIZED_HASH_DRIFT）,CTRL01/CTRL02/SAFE00 当前 replay 全 HOLD；执行器实测 pending 零填充禁止,控制工程+硬件组,partial,true（执行器实测）,中,CONTROL_PREDEVELOPMENT_CANDIDATE_BUILT_WITH_DECLARED_LIMITS__MODEL_AND_NOMINAL_TRACKING_ONLY,补独立 replay gate 与执行器 intake 实测
ctrl,CTRL-01 末端跟踪机器 Gate（control-01-gate-v2）,REPEAT,verdict=REPEAT；next_stage_authorized=false；PROVISIONAL_PARAMS=true；independent_red_team_status=PENDING_REVIEW；evidence_complete=true；18 场景,30_simulation/control_01_end_effector_tracking/results/control_01_gate_check.json,$.verdict 行6；$.gates.GC1_A2/D/E/F=REPEAT；$.confirmed_results；$.claim_scope,ab1fd26978f4250e32e3090a3cd6dc7d41dc1f1b0182861c41ba9af44d0d8f96,2026-08-27,冻结增益与预注册轨迹下：动量守恒 7.216449660063518e-16、能量账本修复 7.9e-2→5.6325998524987115e-12（阈值 1e-9 未动）、T3 碰撞合同与 C2_MATCH5 比较器两缺陷闭环、七项真负结果预注册保留（C3 真零 +1.8387128071932317e-05% 等）,不证明控制器优越性、硬件/飞行性能、节点间连续碰撞间隙、当前树可精确复现（7/22 HOLD）,CTRL01_REPEAT_AND_CURRENT_TREE_REPLAY_HOLD；REORG04 规范化哈希漂移+冻结 sim05 URDF 定位指向 pre-reorg 根 CAD 路径,控制工程/集成方,partial,false,高（论文负结果与限定 claim 的机器依据）,仅允许「冻结增益与预注册轨迹下」限定句式；禁止 general controller superiority 与晋级表述,建立无副作用独立 replay gate、重锚 sim05 URDF 定位后再谈任何重跑
ctrl,CTRL-01 负结果因果账本（R2 轮）,REPEAT,KEEP_REPEAT__REDESIGN_STAGE_TASK_AND_BIND_DYNAMICS_HARDWARE_MECHANICAL_CONSTRAINTS_BEFORE_TIME_DOMAIN_RERUN；causal_certification_complete=false,30_simulation/r2_control_engineering_closure/results/CTRL01_R2_FAILURE_CAUSAL_LEDGER.json,$.disposition 行11；$.current_tree_replay（passed=7 failed=15 total=22 HOLD_CURRENT_REPLAY）；$.entries[],ac6bf75561db74ea19dcfc7eb782e0874f35a5d39073e6517edbc4eb88e0fdd1,2026-08-27,失败按证据分类入账（跟踪误差/限位冲突/奇异风险），固定基座雅可比被证伪为唯一根因,不证明因果认证完成；不构成 CTRL-01 重跑或翻转授权,时域重跑需先完成场景重设计+动力学/硬件/机械约束绑定,控制工程,false,true（硬件执行器）,中,证据有界账本，禁止当作缺陷已修证明,按 disposition 先绑定约束再申请预注册新实验
ctrl,CTRL-02 基座姿态分账机器 Gate（control02-gate-v3）,LIMITED,verdict=PASS（外部口径 PASS_WITH_PROVISIONAL_SCOPE）；review_status=PENDING_REVIEW；thresholds_widened=false,30_simulation/control_02_base_attitude/results/control_02_gate_check.json,$.verdict 行1100；$.review_status 行1078；$.experiment_summary（n_stabilized_within_window=7/16）；$.stage_B_scope 行1091-1097；$.gates.GC7.criterion PROVISIONAL,240fa708b53646a024bb0fd2d67085188dd7c81685515b69c4cdc5dc50edfc5e,2026-08-27,R5 PROVISIONAL 执行器/时窗模型下 7/16 STABILIZED_WITHIN_WINDOW；GC0-GC7 八项全 PASS；四案例独立重放差=0；推进剂下限独立审计逐行 0 差；脉冲量子 3.4e-4 N·m·s,不证明硬件有效 Stage-B 稳定性（L0=NOT_EVALUATED_NO_ACTUATOR_DYNAMICS，行1093）、A3 性能、FLEX 结论（UNKNOWN_NOT_IN_CRITERIA）；最坏残差 0.01077°/s=门槛 0.05°/s 的 21.5%（W1-R13 硬件触发项）；当前树 replay 12/24 HOLD 且测试管线有副作用（重写冻结 gate 后精确恢复）,执行器硬件实测缺失；当前 replay 副作用未消除；独立复审 PENDING,硬件组+控制工程+独立复审,partial,true（最小脉宽/轮力矩实测）,高（决赛 B 锚点消旋叙事只能按 PROVISIONAL 引用）,PASS_WITH_PROVISIONAL_SCOPE；claim_forbidden 含一切硬件有效/存活于占位替换的结论,实测到货后替换 R5 占位并重跑瞬态层（W1-R13）；消除 replay 副作用
ctrl,MODIFY/WAIT/ABORT 决策状态机证据,VERIFIED,决策枚举 ALLOW/MODIFY/WAIT/BACKOFF/ABORT 经 16 预注册案例机器验证；离线演示三场景动作 A_low=EXECUTE、B_anchor=ABORT、C_transition=MODIFY 确定性重放且 command_emitted=false,30_simulation/safety_00_runtime_gate/docs/safety_gate_contract.md + 10_research/competition_convergence/competition_gate_check.json,contract §1；competition_gate $.scenario_actions 行241-245；$.checks[OFFLINE_REPLAY_EXACT_ACTIONS] 行84-106,bd3b362aa440e49b0ad8a249e554cafe519c9a82051fd8761f7469dd321fe524,2026-08-27,离线/合同层决策证据真实、确定、逐位可复现,MODIFY/WAIT/ABORT 证据不是运行时执行证据；不授予自动执行,运行时集成缺失,控制+安全,false,false,高,offline deterministic 限定语,无（保持冻结）
ctrl,ODR60 控制前沿快照（CURRENT_FRONTIER_ODR60_CTRL_V1，2026-08-27）,HOLD,legal_operation=CONTROL_PREDEVELOPMENT_ONLY；integrated_release_credit=false；collision_aware_execution_credit=false,30_simulation/control_r2_integrated_candidate/results/CURRENT_FRONTIER_ODR60_CTRL_V1.json,$.control（ctrl01_verdict=REPEAT；ctrl02_scope=PASS_WITH_PROVISIONAL_SCOPE；safe00 三字段；sim13_credit_scope）；$.mechanical,f1495589bac0b47b0265765fa89ea0977b4a280660dc6786309b973dde8cc566,2026-08-27,控制域各模块当前状态机器汇总（与父裁决一致）,不新增任何执行/集成信用,同联合 Gate,系统,false,false,中,CONTROL_PREDEVELOPMENT_ONLY,无（快照性质）
ctrl,PB_G0 权威框架 Gate,HOLD,verdict=PB_G0_HOLD_PARTIAL_AUTHORITY__DIAGNOSTIC_PREBIND_ONLY__NO_RELEASE_CREDIT；3 PASS/6 HOLD,30_simulation/dynamics_control_prebind_r1/10_verification/PB_G0_GATE.json,$.criteria[G0-L1/L2/L3 PASS；G0-A1..A6 HOLD]；$.summary；$.risk_and_followup,da2bbe1381a08b21cfdb648a658f3092b8e888c6106723abab10f96d4c260c74,2026-08-27,定位/哈希层全过；B601 原始哈希匹配冻结值；Route-C 质量未消费,生产权威质量/惯量、目标捕获变换、frame owner、执行器、接触冲突、配置留存六项全 HOLD,G0-A1..A6,Owner+硬件组,false,true,低,无 release credit,逐项关闭 G0-A1..A6
ctrl,PB_G1 交接连续性 Gate,HOLD,verdict=PB_G1_HOLD_NOT_AUTHORIZED_BY_PB_G0__PB00_DIAGNOSTIC_CHARACTERIZATION_AVAILABLE__NO_RELEASE_CREDIT；状态迁移仅 schema,30_simulation/dynamics_control_prebind_r1/10_verification/PB_G1_GATE.json,$.criteria[G1-01/02/03=PASS_DIAGNOSTIC_NO_CREDIT；G1-04 RPO→TASK_READY 与 G1-05 PREGRASP→capture 均 NOT_EVALUATED]；$.key_metrics,7ad34fcf94825e6b3b8df860bafbf7726243655461e10c4f83258b39f9a6ecc0,2026-08-27,PB00 零广义力表征：能量漂移 4.52e-15、线/角动量残差 3.6e-18/5.2e-18、步长收敛机器精度、确定性回放哈希逐位,任务状态链任何一段连续性未评估；State transitions remain schema-only,PB_G0-A 未闭合,控制工程,false,false,中（直接回答决策问题：无可复现任务链段）,无,先闭 PB_G0-A 再评估 G1-04/05
ctrl,R2 动力学-控制联合 Gate（R2_DYNAMICS_CONTROL_SYSTEM_GATE_V1）,HOLD,technical_verdict=R2_DYNAMICS_CONTROL_SYSTEM_HOLD__MECHANICAL_DYNAMICS_CONTROL_SAFE_SIM13_GATES_OPEN__NO_PATH_SEARCH__NO_RELEASE_CREDIT；13 条件仅 4 真；joint_system_ready=false,30_simulation/r2_dynamics_control_system_closure/results/R2_DYNAMICS_CONTROL_SYSTEM_GATE_V1.json,$.required_condition_evaluation（pass_count=4 total=13）；$.conditions；$.independent_review（receipt_sha256=37172A0F…）；$.upstream_manifest_audit（7 类清单全 PASS）,55490805d934a8806e58cda25c398bd15aef49f4624f1f8cc08fcb75f2634b03,2026-08-27,19/19 来源哈希绑定；上游七类清单逐行核验全过；独立红队凭据绑定且 P0/P1=0；unknown_auto_allow_count=0,control_engineering_pass=false；safe_independent_review_pass=false；sim13 binding/non-ABORT=false；path_search_executed=false；不授权 physics-gated embodied intelligence,机械/动力学/控制/SAFE/Sim13 五环全开,系统联合 Owner,false,true（硬件实测链）,中,FAIL_CLOSED_SYSTEM_JOIN__NO_RUNTIME_EXECUTION,按父裁决 §6 顺序推进后整体重发联合 Gate
ctrl,R2 控制工程总 Gate（R2_CONTROL_ENGINEERING_GATE_V1）,HOLD,technical_verdict=HOLD_TASK_SPACE_UNIT_METRIC_UNBOUND__CONTROL_ENGINEERING_INCOMPLETE__NO_RELEASE_CREDIT；control_engineering_complete=false；next_stage_authorized=false,30_simulation/r2_control_engineering_closure/results/R2_CONTROL_ENGINEERING_GATE_V1.json,$.technical_verdict 行97；$.criteria[CG0-CG7]（8 项 engineering_pass 全 false）；$.hard_blockers[10]；$.execution_guards 全 false；$.source_binding 24/24,2740b33e7958b4af2232ed0a2a51cea830470d1c98d5ba46c39c43279a02adce,2026-08-27,候选打包层 CG0/CG3/CG5/CG6 packaging pass；来源绑定 24/24；backend/collision/contact/pair/edge/M01 调用计数全为 0 的机器证明,不证明任何控制工程完成、碰撞感知跟踪或执行信用；5D/6D 原始数值仅 RAW_MIXED_UNIT_DIAGNOSTIC_NO_CREDIT,任务空间特征长度/权重矩阵未冻结（红队发现单位拼接可翻转守卫）；10 项 hard_blockers,控制工程,true,false,中（claim 边界护栏）,R2_CONTROL_ENGINEERING_CANDIDATE_PACKAGING__NO_EXECUTION_RELEASE,冻结任务空间度量并重做 5D/6D singularity/DLS/残差 Gate（父裁决 §6 第3步）
ctrl,R2动力学与控制工程闭环父裁决（2026-08-27，当前最高权威）,HOLD,联合 HOLD；next_stage_authorized=false；release_credit=false；合法最高结论 HASH_BOUND_ENGINEERING_ARTIFACTS_BUILT+ENGINEERING_HOLDS_RETAINED_FAIL_CLOSED,01_project/competition/R2动力学与控制工程闭环阶段裁决_20260827.md,§1 总裁决 fenced block 行7-18；§5 联合 Gate 13 条件（仅4真）；§4 控制线 task_space_metric UNBOUND,3eed50dd728ea55ce40cd4a2e46d4343d1f17a4c532baca4c469c8b406c08dce,2026-08-27,控制/动力学/SAFE/联合最新父级状态；独立验证 71/71；红队 P0/P1=0；CTRL-02 Gate 哈希 240FA708… 受保护复核,不授予任何下一阶段、release 或执行授权,DG1/DG2 动力学两 HOLD、CG1 任务空间度量 UNBOUND、机械 handoff FAIL、SAFE 独审未做、Sim13 绑定 false,各域 Owner+控制工程,partial,true（执行器/接触实测）,高（本域全部子条目的父级裁决框架）,HASH_BOUND_ENGINEERING_ARTIFACTS_BUILT；NO_PATH_SEARCH；NO_PHYSICS_GATED_EMBODIED_INTELLIGENCE_RELEASE,按 §6 七步顺序：先冻结度量/独立积分→M01 证书→bounded 搜索→SAFE 独审→重跑联合 Gate
ctrl,SAFE-00 安全合同文档（safety-gate-v1 / policy-v1.2）,VERIFIED,状态 FROZEN_FOR_SAFE_00_WAVE1；决策枚举 ALLOW/MODIFY/WAIT/BACKOFF/ABORT；物理状态 SAFE/UNSAFE/UNKNOWN,30_simulation/safety_00_runtime_gate/docs/safety_gate_contract.md,§1 行17-19；§2 行23-37（唯一注册候选 A_low-S1_passive）；§5 行77-88（HMAC≥32B fail-closed）；§6 行92-94,bd3b362aa440e49b0ad8a249e554cafe519c9a82051fd8761f7469dd321fe524,2026-08-27,UNKNOWN/不一致输入全部 fail-closed 为 ABORT/WAIT/BACKOFF 的合同原文；「机器 Gate PASS 不等于获准进入下一阶段」明文（§6）,不证明当前树实现与合同一致（replay HOLD）,生产密钥资格 W1-R01 开放,安全独立复审方,partial,false,高,合同层限定语,复审闭合 W1-R01
