artifact_id,phase,session,gate,path_or_pattern,artifact_type,expected_count,current_count,current_status,acceptance_boundary
S00_WORKSET_INDEX,S00,OFFLINE,G1A,09_DELIVERY/B51R1_PHASE2_S00_G1_REVIEW_WORKSET_20260801/B51R1_PHASE2_S00_WORKSET_INDEX.csv,CSV,1,1,CREATED,all final workset files excluding self indexed by bytes and SHA
S00_WORKSET_ZIP,S00,OFFLINE,G1A,09_DELIVERY/B51R1_PHASE2_S00_G1_REVIEW_WORKSET_20260801.zip,ZIP,1,1,CREATED,portable review copy only
G1A_PASS_RECEIPT,S00,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_MACHINE_RATIFICATION_RECEIPT.json,JSON,1,1,PASS_DELEGATED_MACHINE_RATIFIED,owner standing-delegation machine receipt; no human signature
G1A_INPUT_LOCK_V2,S00,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_PHASE2A_INPUT_LOCK_V3_FINAL.json,JSON,1,1,PASS_FINAL_V3_HASH_LOCKED,self excluded; detached checksum; all live path bytes hashes match
G1B_PASS_ADMISSION,S00,OFFLINE,G1B,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1B_STANDING_SESSION_ADMISSION.json,JSON,1,1,PASS_STANDING_SESSION_ADMISSION,20-session standing pool; S01 direct prerequisite
FINAL_MASTER_SKELETON,PHASE2A,S01_S02,G2,02_MASTER_SKELETON/B51R1_MASTER_SKELETON_V2.SLDPRT,SLDPRT,1,0,NOT_CREATED,0 bodies 0 external refs 0 mass three configurations
S01_CREATION_RECEIPT,PHASE2A,S01,G2,07_VERIFICATION/AUTONOMOUS/S01/B51R1_S01_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,create save close normal exit
S02_COLD_REOPEN_RECEIPT,PHASE2A,S02,G2,07_VERIFICATION/AUTONOMOUS/S02/B51R1_S02_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,fresh process persistent names transforms and properties
G2_MASTER_SKELETON_GATE,PHASE2A,S02,G2,07_VERIFICATION/B51R1_PHASE2A_G2_MASTER_SKELETON_GATE.json,JSON,1,0,NOT_CREATED,S01 and S02 both pass
CARRIER_PARTS,PHASE2A,S03_S04,G3,03_CAD/10_KINEMATIC_CARRIERS/B51R1_CARRIER_<accepted_link>.SLDPRT,SLDPRT_PATTERN,10,0,NOT_CREATED,10 zero-body zero-mass reference parts
S03_CARRIER_CREATION_RECEIPTS,PHASE2A,S03,G3,07_VERIFICATION/PHASE2A/S03_<accepted_link>_CREATION_RECEIPT.json,JSON_PATTERN,10,0,NOT_CREATED,one immutable receipt per Carrier
S04_CARRIER_COLD_RECEIPTS,PHASE2A,S04,G3,07_VERIFICATION/PHASE2A/S04_<accepted_link>_COLD_REOPEN_RECEIPT.json,JSON_PATTERN,10,0,NOT_CREATED,one fresh-process receipt per Carrier
G3_CARRIER_GATE,PHASE2A,S04,G3,07_VERIFICATION/B51R1_PHASE2A_G3_CARRIER_10_OF_10_GATE.json,JSON,1,0,NOT_CREATED,10 of 10 pass no skipped failures
CARRIER_CHAIN,PHASE2A,S05_S06,G4_G5,03_CAD/10_KINEMATIC_CARRIERS/B51R1_CARRIER_CHAIN_NATIVE.SLDASM,SLDASM,1,0,NOT_CREATED,6R 1 fixed 2 independent P unique drivers
J00_J09_CHECKPOINTS,PHASE2A,S05,G4,07_VERIFICATION/PHASE2A/J<00_to_09>_*_CHECKPOINT.json,JSON_PATTERN,10,0,NOT_CREATED,baseline plus each joint increment
T005_A0,PHASE2A,S05,G5,07_VERIFICATION/B51R1_PHASE2A_T005_A0_RECEIPT.json,JSON,1,0,NOT_CREATED,immutable carrier-only seed configurations
T005_B0,PHASE2A,S05,G5,07_VERIFICATION/B51R1_PHASE2A_T005_B0_RECEIPT.json,JSON,1,0,NOT_CREATED,same document continuous drive and q0 return
T005_C0,PHASE2A,S06,G5,07_VERIFICATION/B51R1_PHASE2A_T005_C0_RECEIPT.json,JSON,1,0,NOT_CREATED,save close fresh-process persistence
G4_NATIVE_CHAIN_GATE,PHASE2A,S05,G4,07_VERIFICATION/B51R1_PHASE2A_G4_NATIVE_JOINT_CHAIN_GATE.json,JSON,1,0,NOT_CREATED,J00 through J09 plus branch continuity
G5_CARRIER_T005_GATE,PHASE2A,S06,G5,07_VERIFICATION/B51R1_PHASE2A_G5_CARRIER_ONLY_T005_GATE.json,JSON,1,0,NOT_CREATED,A0 B0 C0 independently pass
B601_NATIVE_ARTICULATED,PHASE2B,TBD,G6,03_CAD/20_B601_NATIVE_ARTICULATED/B51R1_B601_NATIVE_ARTICULATED.SLDASM,SLDASM,1,0,NOT_CREATED,fine geometry rigidly attached by link; URDF authority preserved
FORMAL_T005_A_B_C,PHASE2B,TBD,G6,06_T005/B51R1_T005_<A_B_C>_RECEIPT.json,JSON_PATTERN,3,0,NOT_CREATED,formal fine-geometry T005 all pass
ADAPTER_TRADE_DECISION,PHASE2C,TBD,G7,03_CAD/30_INTERFACE_ADAPTER/B51R1_INTERFACE_TRADE_DECISION_SIGNED.json,JSON,1,0,NOT_CREATED,human evidence-backed A B C downselect
RESTRAINT_DOF_CONTRACT,PHASE2C,TBD,G7,03_CAD/40_STOWAGE_RESTRAINT/B51R1_RESTRAINT_DOF_ALLOCATION_FINAL.yaml,YAML,1,0,NOT_CREATED,6-DOF contact Jacobian preload tolerance and state
H10_LEDGER,PHASE2C,TBD,G7,05_H10/B51R1_H10_DISPOSITION_FINAL.csv,CSV,1,0,NOT_CREATED,28/28 complete zero unacceptable zero unresolved
TOP_INTEGRATION_ASSEMBLY,PHASE2D,TBD,G8,03_CAD/90_TOP_INTEGRATION/B51R1_SPACE_EMBODIED_ROBOT_INTEGRATION.SLDASM,SLDASM,1,0,NOT_CREATED,exact state names native configs and failure branches
CONTINUOUS_CLEARANCE_G8A,PHASE2D,TBD,G8A,07_VERIFICATION/B51R1_CONTINUOUS_CLEARANCE_RIGID_NOMINAL_GATE.json,JSON,1,0,NOT_CREATED,rigid nominal CL-01 through CL-08
CONTINUOUS_CLEARANCE_G8B,PHASE2E,TBD,G8B,07_VERIFICATION/B51R1_CONTINUOUS_CLEARANCE_ROBUST_POST_STRUCTURAL_GATE.json,JSON,1,0,NOT_CREATED,reclosed with structural thermal tolerance harness and backlash envelopes
STRUCTURAL_EVIDENCE,PHASE2E,TBD,G9,07_VERIFICATION/B51R1_STRUCTURAL_UNIT_LOAD_MODAL_CANDIDATE_GATE.json,JSON,1,0,NOT_CREATED,load contract reactions convergence and applicability limits
MASS_INERTIA_THREE_BOOK_GATE,PHASE2E,TBD,G9,07_VERIFICATION/B51R1_MASS_INERTIA_THREE_BOOK_RECONCILIATION_GATE.json,JSON,1,0,NOT_CREATED,URDF CAD spacecraft and additive overlay no duplicate count
MECH_CONTROL_HANDOFF,PHASE2E,TBD,G10,04_CONFIGURATION/B51R1_<MECH_CONTROL_8_FILES>,FILE_PATTERN,8,0,NOT_CREATED,initially DRAFT_NOT_RELEASED
SAFE_SENSOR_COLLISION_GATE,PHASE2E,TBD,G10,07_VERIFICATION/B51R1_SAFE_SENSOR_COLLISION_CONTRACT_GATE.json,JSON,1,0,NOT_CREATED,typed SAFE sensor timing contact and fault injection
ENGINEERING_DRAWING_RELEASE,PHASE2E,TBD,G10,09_DELIVERY/DRAWINGS/B51R1_<17_DRAWING_RELEASE_ITEMS>,DRAWING_PATTERN,17,0,NOT_CREATED,configuration-bound views BOM GD&T sources and blank-view audit
AUT_ACTIVATION,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_AUTONOMOUS_STANDING_DELEGATION_RECEIPT.json,JSON,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_DATUM,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_DATUM_MACHINE_RATIFICATION.yaml,YAML,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_NAMING,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_FEATURE_NAMING_MACHINE_RATIFICATION.yaml,YAML,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_TOLERANCE,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_ACCEPTANCE_TOLERANCE_MACHINE_RATIFICATION.yaml,YAML,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_ALIAS,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_FEATURE_ALIAS_REGISTER.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_UNIQUENESS,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_FEATURE_OWNERSHIP_UNIQUENESS_RECEIPT.json,JSON,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_LOCKFILE_RECEIPT,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_STAGE_A_LOCKFILE_QUARANTINE_RECEIPT.json,JSON,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_DISPOSITIONS,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_AUTONOMOUS_FINDING_DISPOSITION_REGISTER_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_EVIDENCE_PATH_POLICY,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_EVIDENCE_PATH_POLICY.yaml,YAML,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_EVIDENCE_PATH_RESOLUTION,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_G1A_EVIDENCE_PATH_RESOLUTION_RECEIPT.json,JSON,1,1,CURRENT_HASHED_FINAL_V3_INPUT,pre-issuance evidence graph locked by final V3; final post-issuance graph bound by closure index
AUT_SESSION_LEDGER,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_AUTONOMOUS_SESSION_POOL_LEDGER.json,JSON,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_GATE_COMPOSITION,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_PHASE2_CURRENT_GATE_COMPOSITION.json,JSON,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_CLAIM_MATRIX,AUTONOMOUS_G1A,OFFLINE,G1A,09_DELIVERY/B51R1_AUTONOMOUS_G1A_CLOSURE_20260801/B51R1_AUTONOMOUS_CLAIM_MATRIX_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_CARRIER_MAP_V2,AUTONOMOUS_G1A,OFFLINE,G1A,03_CAD/10_KINEMATIC_CARRIERS/B51R1_CARRIER_MAP_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_CARRIER_REGISTER_V2,AUTONOMOUS_G1A,OFFLINE,G1A,04_CONFIGURATION/B51R1_CARRIER_REGISTER_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_FRAME_MAPPING_V2,AUTONOMOUS_G1A,OFFLINE,G1A,04_CONFIGURATION/B51R1_URDF_CARRIER_FRAME_MAPPING_V2.yaml,YAML,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_JOINT_REGISTER_V2,AUTONOMOUS_G1A,OFFLINE,G1A,03_CAD/10_KINEMATIC_CARRIERS/B51R1_NATIVE_JOINT_REGISTER_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_DRIVER_MAPPING_V2,AUTONOMOUS_G1A,OFFLINE,G1A,03_CAD/10_KINEMATIC_CARRIERS/B51R1_NATIVE_DRIVER_MAPPING_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_TRANSFORM_REGISTER_V2,AUTONOMOUS_G1A,OFFLINE,G1A,03_CAD/10_KINEMATIC_CARRIERS/B51R1_JOINT_SIDE_FRAME_TRANSFORM_REGISTER_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_ARCHITECTURE_V2,AUTONOMOUS_G1A,OFFLINE,G1A,03_CAD/10_KINEMATIC_CARRIERS/B51R1_CARRIER_ARCHITECTURE_CONTRACT_V2.md,MARKDOWN,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_SESSION_PLAN_V2,AUTONOMOUS_G1A,OFFLINE,G1A,04_CONFIGURATION/B51R1_AUTONOMOUS_SESSION_PLAN_V2.yaml,YAML,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_GATE_MAP_V2,AUTONOMOUS_G1A,OFFLINE,G1A,04_CONFIGURATION/B51R1_AUTONOMOUS_GATE_TRANSITION_MAP_V2.csv,CSV,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_DESIGN_BASELINE_YAML,AUTONOMOUS_G1A,OFFLINE,G1A,03_CAD/00_SYSTEM_ARCHITECTURE/B51R1_SPACE_EMBODIED_ARM_MECHANICAL_DESIGN_BASELINE_V1.yaml,YAML,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_DESIGN_BASELINE_MD,AUTONOMOUS_G1A,OFFLINE,G1A,03_CAD/00_SYSTEM_ARCHITECTURE/B51R1_SPACE_EMBODIED_ARM_MECHANICAL_DESIGN_BASELINE_V1.md,MARKDOWN,1,1,CURRENT_HASHED_INPUT,candidate scope; SHA bound by V2 lock
AUT_S01_GATE_RECEIPT,AUTONOMOUS,S01,S01,07_VERIFICATION/AUTONOMOUS/S01/B51R1_S01_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S02_GATE_RECEIPT,AUTONOMOUS,S02,S02,07_VERIFICATION/AUTONOMOUS/S02/B51R1_S02_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S03_GATE_RECEIPT,AUTONOMOUS,S03,S03,07_VERIFICATION/AUTONOMOUS/S03/B51R1_S03_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S04_GATE_RECEIPT,AUTONOMOUS,S04,S04,07_VERIFICATION/AUTONOMOUS/S04/B51R1_S04_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S05_GATE_RECEIPT,AUTONOMOUS,S05,S05,07_VERIFICATION/AUTONOMOUS/S05/B51R1_S05_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S06_GATE_RECEIPT,AUTONOMOUS,S06,S06,07_VERIFICATION/AUTONOMOUS/S06/B51R1_S06_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S07_GATE_RECEIPT,AUTONOMOUS,S07,S07,07_VERIFICATION/AUTONOMOUS/S07/B51R1_S07_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S08_GATE_RECEIPT,AUTONOMOUS,S08,S08,07_VERIFICATION/AUTONOMOUS/S08/B51R1_S08_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S09_GATE_RECEIPT,AUTONOMOUS,S09,S09,07_VERIFICATION/AUTONOMOUS/S09/B51R1_S09_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S10_GATE_RECEIPT,AUTONOMOUS,S10,S10,07_VERIFICATION/AUTONOMOUS/S10/B51R1_S10_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S11_GATE_RECEIPT,AUTONOMOUS,S11,S11,07_VERIFICATION/AUTONOMOUS/S11/B51R1_S11_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S12_GATE_RECEIPT,AUTONOMOUS,S12,S12,07_VERIFICATION/AUTONOMOUS/S12/B51R1_S12_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S13_GATE_RECEIPT,AUTONOMOUS,S13,S13,07_VERIFICATION/AUTONOMOUS/S13/B51R1_S13_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S14_GATE_RECEIPT,AUTONOMOUS,S14,S14,07_VERIFICATION/AUTONOMOUS/S14/B51R1_S14_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S15_GATE_RECEIPT,AUTONOMOUS,S15,S15,07_VERIFICATION/AUTONOMOUS/S15/B51R1_S15_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S16_GATE_RECEIPT,AUTONOMOUS,S16,S16,07_VERIFICATION/AUTONOMOUS/S16/B51R1_S16_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S17_GATE_RECEIPT,AUTONOMOUS,S17,S17,07_VERIFICATION/AUTONOMOUS/S17/B51R1_S17_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S18_GATE_RECEIPT,AUTONOMOUS,S18,S18,07_VERIFICATION/AUTONOMOUS/S18/B51R1_S18_GATE_RECEIPT.json,JSON,1,0,NOT_CREATED,exact schema/status/path/hash verified before next session
AUT_S03_TEN_PARTS,PHASE2A,S03,G3,03_CAD/10_KINEMATIC_CARRIERS/B51R1_CARRIER_<accepted_link>.SLDPRT,SLDPRT_PATTERN,10,0,NOT_CREATED,exact accepted-link set; no wildcard-only pass
AUT_S03_TEN_RECEIPTS,PHASE2A,S03,G3,07_VERIFICATION/AUTONOMOUS/S03/<accepted_link>_CREATE.json,JSON_PATTERN,10,0,NOT_CREATED,one immutable receipt per carrier
AUT_S04_TEN_COLD_RECEIPTS,PHASE2A,S04,G3,07_VERIFICATION/AUTONOMOUS/S04/<accepted_link>_COLD_REOPEN.json,JSON_PATTERN,10,0,NOT_CREATED,ten distinct cold reopen identities
AUT_S05_J00_J09,PHASE2A,S05,G4,07_VERIFICATION/AUTONOMOUS/S05/J<00_to_09>_CHECKPOINT.json,JSON_PATTERN,10,0,NOT_CREATED,baseline plus nine joint increments
AUT_S05_T005_A0,PHASE2A,S05,G5,07_VERIFICATION/AUTONOMOUS/S05/T005_A0_RECEIPT.json,JSON,1,0,NOT_CREATED,all frozen independent poses
AUT_S05_T005_B0,PHASE2A,S05,G5,07_VERIFICATION/AUTONOMOUS/S05/T005_B0_RECEIPT.json,JSON,1,0,NOT_CREATED,same-document sequential and q0
AUT_S06_T005_C0,PHASE2A,S06,G5,07_VERIFICATION/AUTONOMOUS/S06/T005_C0_RECEIPT.json,JSON,1,0,NOT_CREATED,normal exit and new process
AUT_S12_H10_ROWS,PHASE2C,S12,G7,07_VERIFICATION/AUTONOMOUS/S12/H10_ROW_<01_to_28>.json,JSON_PATTERN,28,0,NOT_CREATED,28/28 individually measured and hashed
AUT_S14_G8A_PATH_MANIFEST,PHASE2D,S14,G8A,07_VERIFICATION/AUTONOMOUS/S14/G8A_FROZEN_STATE_PATH_MANIFEST.json,JSON,1,0,NOT_CREATED,freezes exact state-path-pair count
AUT_S14_G8A_PAIR_RECEIPTS,PHASE2D,S14,G8A,07_VERIFICATION/AUTONOMOUS/S14/G8A_PAIR_<declared_id>.json,JSON_PATTERN,EXACT_COUNT_FROM_FROZEN_G8A_MANIFEST,0,NOT_CREATED,every declared pair required
AUT_S15_SIGNED_STRUCTURAL_DEFORMATION,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/SIGNED_STRUCTURAL_DEFORMATION.json,JSON,1,0,NOT_CREATED,signed deformation by state and contact pair; exact status and SHA required; UNKNOWN blocks
AUT_S15_CONTACT_PAD_COMPRESSION,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/CONTACT_PAD_COMPRESSION.json,JSON,1,0,NOT_CREATED,signed pad compression with material and preload basis; exact status and SHA required; UNKNOWN blocks
AUT_S15_THERMAL_DISTORTION,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/THERMAL_DISTORTION.json,JSON,1,0,NOT_CREATED,hot and cold distortion envelope; exact status and SHA required; UNKNOWN blocks
AUT_S15_MANUFACTURING_ASSEMBLY_TOLERANCE,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/MANUFACTURING_ASSEMBLY_TOLERANCE.json,JSON,1,0,NOT_CREATED,stack-up with sign and reference datums; exact status and SHA required; UNKNOWN blocks
AUT_S15_JOINT_BACKLASH,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/JOINT_BACKLASH.json,JSON,1,0,NOT_CREATED,joint-by-joint backlash envelope; exact status and SHA required; UNKNOWN blocks
AUT_S15_HARNESS_UNCERTAINTY,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/HARNESS_UNCERTAINTY.json,JSON,1,0,NOT_CREATED,harness routing and float uncertainty; exact status and SHA required; UNKNOWN blocks
AUT_S15_SOLAR_HDRM_FAILURE_BRANCHES,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/SOLAR_HDRM_FAILURE_BRANCHES.json,JSON,1,0,NOT_CREATED,solar and HDRM named failure branches; exact status and SHA required; UNKNOWN blocks
AUT_S15_FULL_2P_TRAVEL,PHASE2E,S15,G9,07_VERIFICATION/AUTONOMOUS/S15/FULL_2P_TRAVEL.json,JSON,1,0,NOT_CREATED,full independent two-prismatic-joint travel; exact status and SHA required; UNKNOWN blocks
